1528949940000,1.1802700000000002,0.0,0.0,0.0
1528950540000,1.1804,-0.009861323982477188,-0.009861323982477188,0.9940850734710693
1528951140000,1.18051,-0.009733672501170076,-153.5038707189338,0.9942451119422913
1528951740000,1.18039,-0.009625331840652507,-100.98521572795994,0.9943488836288452
1528952340000,1.18039,-0.00974515014240751,-116.58297354244849,0.9942986369132996
1528952940000,1.18087,-0.009745790892338846,-130.31907715138468,0.9943627119064331
1528953540000,1.1809,-0.009269354202842806,-51.13183387465545,0.9944527745246887
1528954140000,1.18079,-0.009239610353688477,-41.86646158410453,0.9944617748260498
1528954740000,1.18028,-0.009349119860416977,-41.544027404244225,0.9944735169410706
1528955340000,1.1803299999999999,-0.009856556436716346,-40.86357726773787,0.9944466352462769
1528955940000,1.18026,-0.0098070416788687,-41.62331137961422,0.9944674968719482
1528956540000,1.18058,-0.00987689029716421,-41.54637386586924,0.994490921497345
1528957140000,1.18079,-0.009558999954606406,-43.107557330464545,0.994526743888855
1528957740000,1.18058,-0.009350432359497063,-42.14488952458071,0.994555652141571
1528958340000,1.1803,-0.009559597150655463,-43.61919580153269,0.9945241808891296
1528958940000,1.18062,-0.009838063939241692,-43.723262707759524,0.9945241808891296
1528959540000,1.18141,-0.009520950552541763,-44.7974762343561,0.9946413636207581
1528960140000,1.18147,-0.00873524317285046,-32.468067314753924,0.9946478009223938
1528960740000,1.18139,-0.00867580955309677,-27.044726648152782,0.9946234226226807
1528961340000,1.18107,-0.008756666637054877,-24.776061310517914,0.9944936633110046
1528961940000,1.18134,-0.009075049154489534,-24.686067448871373,0.9945076704025269
1528962540000,1.18136,-0.008806734713289188,-23.63451458078347,0.9944879412651062
1528963140000,1.18177,-0.008787697976003983,-22.81703726628242,0.9945734143257141
1528963740000,1.18185,-0.008380402441616752,-20.638625168405888,0.9946234226226807
1528964340000,1.18198,-0.00830133665476751,-18.95893422538031,0.9945734143257141
1528964940000,1.1818600000000001,-0.008172793228368391,-17.470534339162207,0.9944992661476135
1528965540000,1.1823,-0.008292983644423657,-16.698244705607628,0.9945833086967468
1528966140000,1.1823299999999999,-0.00785693969555723,-15.271671852980008,0.9947478175163269
